# Parcel ID -> Zoning Mapping
# Format: parcel_id|zoning
# Generated for Teton County WY

|P/SP
22-42-16-27-4-09-002|NC
22-42-16-27-4-09-003|NC
22-42-16-27-4-09-004|NC
22-42-16-27-4-09-005|NC
22-42-16-27-4-09-006|NC
22-42-16-27-4-09-CND|NC
22-42-16-27-4-10-001|NC
22-42-16-27-4-10-002|NC
22-42-16-27-4-10-003|NC
22-42-16-27-4-10-004|NC
22-42-16-27-4-10-005|NC
22-42-16-27-4-10-006|NC
22-42-16-27-4-10-007|NC
22-42-16-27-4-10-CND|NC
22-42-16-27-4-11-001|NC
22-42-16-27-4-11-002|NC
22-42-16-27-4-11-003|NC
22-42-16-27-4-11-004|NC
22-42-16-27-4-11-005|NC
22-42-16-27-4-11-006|NC
22-42-16-27-4-11-CND|NC
22-42-16-27-4-12-001|PR
22-42-16-27-4-12-002|PR
22-42-16-27-4-12-003|PR
22-42-16-27-4-12-004|PR
22-42-16-27-4-12-005|PR
22-42-16-27-4-12-006|PR
22-42-16-27-4-12-007|PR
22-42-16-27-4-12-008|PR
22-42-16-27-4-12-009|PR
22-42-16-27-4-12-010|PR
22-42-16-27-4-12-011|PR
22-42-16-27-4-12-012|PR
22-42-16-27-4-12-013|PR
22-42-16-27-4-12-014|PR
22-42-16-27-4-12-015|PR
22-42-16-27-4-12-016|PR
22-42-16-27-4-12-017|PR
22-42-16-27-4-12-018|PR
22-42-16-27-4-12-019|PR
22-42-16-27-4-12-020|PR
22-42-16-27-4-12-021|PR
22-42-16-27-4-12-022|PR
22-42-16-27-4-12-023|PR
22-42-16-27-4-12-024|PR
22-42-16-27-4-12-025|PR
22-42-16-27-4-12-026|PR
22-42-16-27-4-12-027|PR
22-42-16-27-4-12-028|PR
22-42-16-27-4-12-029|PR
22-42-16-27-4-12-030|PR
22-42-16-27-4-12-031|PR
22-42-16-27-4-12-032|PR
22-42-16-27-4-12-033|PR
22-42-16-27-4-12-034|PR
22-42-16-27-4-12-035|PR
22-42-16-27-4-12-036|PR
22-42-16-27-4-12-037|PR
22-42-16-27-4-12-039|P/SP
22-42-16-27-4-12-041|NC
22-42-16-27-4-12-047|PR
22-42-16-27-4-13-001|PR
22-42-16-27-4-13-002|PR
22-42-16-27-4-13-003|PR
22-42-16-27-4-13-004|PR
22-42-16-27-4-13-005|PR
22-42-16-27-4-13-006|PR
22-42-16-27-4-13-007|PR
22-42-16-27-4-13-008|PR
22-42-16-27-4-13-009|PR
22-42-16-27-4-13-010|PR
22-42-16-27-4-13-011|PR
22-42-16-27-4-13-012|PR
22-42-16-27-4-13-013|PR
22-42-16-27-4-13-014|PR
22-42-16-27-4-14-002|PR
22-42-16-27-4-14-003|PR
22-42-16-27-4-14-004|PR
22-42-16-27-4-14-005|PR
22-42-16-27-4-14-006|PR
22-42-16-27-4-14-007|PR
22-42-16-27-4-14-008|PR
22-42-16-27-4-14-009|PR
22-42-16-27-4-14-010|PR
22-42-16-27-4-14-011|PR
22-42-16-27-4-14-012|PR
22-42-16-27-4-15-001|PR
22-42-16-27-4-15-001.01|PR
22-42-16-27-4-15-001.02|PR
22-42-16-27-4-15-001.03|PR
22-42-16-27-4-16-001|PR
22-42-16-27-4-16-002|PR
22-42-16-27-4-16-003|PR
22-42-16-27-4-16-004|PR
22-42-16-27-4-16-005|PR
22-42-16-27-4-16-006|PR
22-42-16-27-4-16-007|PR
22-42-16-27-4-16-008|PR
22-42-16-27-4-16-009|PR
22-42-16-27-4-16-010|PR
22-42-16-27-4-16-011|PR
22-42-16-27-4-16-012|PR
22-42-16-27-4-16-013|PR
22-42-16-27-4-17-001|PR
22-42-16-27-4-17-002|PR
22-42-16-27-4-17-003|PR
22-42-16-27-4-17-004|PR
22-42-16-27-4-18-001|PR
22-42-16-27-4-18-002|PR
22-42-16-27-4-18-003|PR
22-42-16-27-4-18-004|PR
22-42-16-27-4-18-005|PR
22-42-16-27-4-18-006|PR
22-42-16-27-4-18-007|PR
22-42-16-27-4-18-008|PR
22-42-16-27-4-18-009|PR
22-42-16-27-4-18-010|PR
22-42-16-27-4-18-011|PR
22-42-16-27-4-18-012|PR
22-42-16-27-4-18-013|PR
22-42-16-27-4-18-014|PR
22-42-16-27-4-18-015|PR
22-42-16-27-4-18-016|PR
22-42-16-27-4-18-017|PR
22-42-16-27-4-18-018|PR
22-42-16-27-4-18-019|PR
22-42-16-27-4-18-020|PR
22-42-16-27-4-18-021|PR
22-42-16-27-4-18-022|PR
22-42-16-27-4-18-CND|PR
22-42-16-28-1-02-001|R3
22-42-16-28-1-02-002|R3
22-42-16-28-1-02-003|R3
22-42-16-28-1-02-004|R3
22-42-16-28-1-02-005|R3
22-42-16-28-1-02-006|R3
22-42-16-28-1-02-007|R3
22-42-16-28-1-02-008|R3
22-42-16-28-1-02-009|R3
22-42-16-28-1-02-010|R3
22-42-16-28-1-02-011|R3
22-42-16-28-1-02-012|R3
22-42-16-28-1-02-013|R3
22-42-16-28-1-02-014|R3
22-42-16-28-1-11-001|PUD R2
22-42-16-28-1-11-002|PUD R2
22-42-16-28-1-11-003|PUD R2
22-42-16-28-1-11-004|PUD R2
22-42-16-28-1-12-001|R3
22-42-16-28-1-12-002|R3
22-42-16-28-1-12-003|R3
22-42-16-28-1-12-004|R3
22-42-16-28-1-12-005|R3
22-42-16-28-1-12-006|R3
22-42-16-28-1-12-007|R3
22-42-16-28-1-12-008|R3
22-42-16-28-1-12-009|R3
22-42-16-28-1-12-010|R3
22-42-16-28-2-00-001|R1
22-42-16-28-2-00-002|R1
22-42-16-28-2-01-001|R3
22-42-16-28-2-01-002|R3
22-42-16-28-2-01-003|R3
22-42-16-28-2-01-004|R3
22-42-16-28-2-01-005|R3
22-42-16-28-2-01-006|R3
22-42-16-28-2-01-007|R3
22-42-16-28-2-01-008|R3
22-42-16-28-2-01-009|R3
22-42-16-28-2-01-010|R3
22-42-16-28-2-01-011|R3
22-42-16-28-3-00-005|R2
22-42-16-28-3-00-007|R1
22-42-16-28-3-00-008|R2
22-42-16-28-3-00-010|R2
22-42-16-28-3-00-011|R3
22-42-16-28-3-01-001|R3
22-42-16-28-3-01-002|R3
22-42-16-28-3-01-003|R3
22-42-16-28-3-01-004|R3
22-42-16-28-3-01-005|R3
22-42-16-28-3-01-008|R3
22-42-16-28-3-01-009|R3
22-42-16-28-3-02-001|R3
22-42-16-28-3-02-002|R3
22-42-16-28-4-05-001|R3
22-42-16-28-4-05-002|R3
22-42-16-28-4-05-003|R3
22-42-16-28-4-05-004|R3
22-42-16-28-4-05-005|R3
22-42-16-28-4-05-006|R3
22-42-16-28-4-05-007|R3
22-42-16-28-4-06-001|R3
22-42-16-28-4-06-002|R3
22-42-16-28-4-06-003|R3
22-42-16-28-4-06-004|R3
22-42-16-28-4-06-005|R3
22-42-16-28-4-06-006|R3
22-42-16-28-4-06-007|R3
22-42-16-28-4-06-008|R3
22-42-16-28-4-07-001|R3
22-42-16-28-4-07-002|R3
22-42-16-28-4-07-003|R3
22-42-16-28-4-08-001|R3
22-42-16-28-4-08-002|R3
22-42-16-28-4-08-003|R3
22-42-16-28-4-08-004|R3
22-42-16-28-4-08-005|R3
22-42-16-28-4-09-001|R3
22-42-16-28-4-10-001|R3
22-42-16-28-4-10-002|R3
22-42-16-28-4-10-003|R3
22-42-16-28-4-10-004|R3
22-42-16-28-4-10-005|R3
22-42-16-28-4-10-006|R3
22-42-16-28-4-10-007|R3
22-42-16-28-4-10-008|R3
22-42-16-28-4-10-009|R3
22-42-16-28-4-10-010|R3
22-42-16-28-4-10-011|R3
22-42-16-29-1-00-003|R3
22-42-16-29-1-00-004|R3
22-42-16-29-1-00-005|P/SP
22-42-16-29-1-00-006|P/SP
22-42-16-29-1-00-015|R3
22-42-16-29-2-00-007|R2
22-42-16-29-2-00-008|R2
22-42-16-29-2-00-009|R2
22-42-16-29-2-01-001|R3
22-42-16-29-3-00-008|R2
22-42-16-29-3-00-009|R2
22-42-16-29-3-00-010|R2
22-42-16-29-3-00-013|R1
22-42-16-29-3-00-014|R1
22-42-16-29-4-00-012|R1
22-42-16-29-4-00-016|R1
22-42-16-29-4-00-017|R1
22-42-16-29-4-00-018|R1
22-42-16-30-1-00-006|R3
22-42-16-30-1-00-007|R3
22-42-16-30-1-01-001|R3
22-42-16-30-1-01-002|R3
22-42-16-30-1-01-003|R3
22-42-16-30-1-01-004|R3
22-42-16-30-1-01-005|R3
22-42-16-30-1-01-006|R3
22-42-16-30-1-01-007|R3
22-42-16-30-1-01-008|R3
22-42-16-30-2-00-004|R1
22-42-16-30-2-00-007|R1
22-42-16-30-3-00-011|R1
22-42-16-30-3-00-012|R1
22-42-16-30-3-00-013|R1
22-42-16-31-1-00-004|R2
22-42-16-31-2-00-003|R1
22-42-16-31-2-00-004|R1
22-42-16-31-2-00-005|R1
22-42-16-31-4-00-001|R1
22-42-16-31-4-00-002|R1
22-42-16-32-1-00-001|R1
22-42-16-32-1-00-001.01|R1
22-42-16-32-1-00-005|R2
22-42-16-32-1-00-016|R2
22-42-16-32-1-00-022|R1
22-42-16-32-1-01-001|R2
22-42-16-32-1-01-002|R2
22-42-16-32-3-00-006|R2
22-42-16-32-3-00-007|R2
22-42-16-32-3-00-008|R2
22-42-16-32-3-00-009|R2
22-42-16-32-3-00-011|R2
22-42-16-32-3-00-012|R2
22-42-16-32-3-00-013|R2
22-42-16-32-3-00-014|R2
22-42-16-32-4-00-016|R2
22-42-16-32-4-00-017|R2
22-42-16-32-4-00-018|R2
22-42-16-33-1-00-009|R3
22-42-16-33-1-00-012|R3
22-42-16-33-1-00-013|R3
22-42-16-33-1-00-014|R1
22-42-16-33-1-00-015|R1
22-42-16-33-1-01-001|R3
22-42-16-33-1-01-002|R3
22-42-16-33-1-01-003|R3
22-42-16-33-1-01-004|R3
22-42-16-33-1-01-005|R3
22-42-16-33-1-01-006|R3
22-42-16-33-1-01-007|R3
22-42-16-33-1-01-008|R3
22-42-16-33-1-02-001|R3
22-42-16-33-1-02-002|R3
22-42-16-33-1-02-003|R3
22-42-16-33-1-02-004|R3
22-42-16-33-1-02-005|R3
22-42-16-33-1-02-006|R3
22-42-16-33-1-03-001|R3
22-42-16-33-1-03-002|R3
22-42-16-33-1-03-003|R3
22-42-16-33-1-03-004|R3
22-42-16-33-1-03-005|R3
22-42-16-33-1-03-006|R3
22-42-16-33-1-04-001|R3
22-42-16-33-1-04-002|R3
22-42-16-33-1-04-003|R3
22-42-16-33-1-04-004|R3
22-42-16-33-1-05-001|R3
22-42-16-33-1-05-002|R3
22-42-16-33-1-05-003|R3
22-42-16-33-1-06-001|R3
22-42-16-33-1-06-003|R3
22-42-16-33-1-07-001|R3
22-42-16-33-2-00-003|R2
22-42-16-33-2-00-004|R1
22-42-16-33-3-00-016|R1
22-42-16-33-3-00-017|R1
22-42-16-33-3-00-018|R1
22-42-16-33-3-00-019|R1
22-42-16-33-3-01-001|R2
22-42-16-33-3-01-002|R2
22-42-16-33-4-00-009|R2
22-42-16-34-1-06-001|P
22-42-16-34-1-06-002|PR
22-42-16-34-2-01-001|NC
22-42-16-34-2-01-002|NC
22-42-16-34-2-01-022|NC
22-42-16-34-2-02-001|NC
22-42-16-34-2-02-002|NC
22-42-16-34-2-02-003|NC
22-42-16-34-2-02-004|NC
22-42-16-34-2-02-005|NC
22-42-16-34-2-02-006|NC
22-42-16-34-2-02-007|NC
22-42-16-34-2-02-008|NC
22-42-16-34-2-02-009|NC
22-42-16-34-2-02-010|NC
22-42-16-34-2-02-011|NC
22-42-16-34-2-02-014|NC
22-42-16-34-2-02-015|NC
22-42-16-34-2-02-016|NC
22-42-16-34-2-02-017|NC
22-42-16-34-2-02-018|NC
22-42-16-34-2-02-019|NC
22-42-16-34-2-02-020|NC
22-42-16-34-2-02-021|NC
22-42-16-34-2-02-022|NC
22-42-16-34-2-02-023|NC
22-42-16-34-2-02-024|NC
22-42-16-34-2-02-026|NC
22-42-16-34-2-02-028|NC
22-42-16-34-2-02-029|NC
22-42-16-34-2-02-030|NC
22-42-16-34-2-02-031|NC
22-42-16-34-2-02-032|NC
22-42-16-34-2-02-033|NC
22-42-16-34-2-03-003|NC
22-42-16-34-2-03-004|NC
22-42-16-34-2-03-005|NC
22-42-16-34-2-03-006|NC
22-42-16-34-2-03-007|NC
22-42-16-34-2-03-008|NC
22-42-16-34-2-03-009|NC
22-42-16-34-2-03-010|NC
22-42-16-34-2-03-011|NC
22-42-16-34-2-03-012|NC
22-42-16-34-2-03-013|NC
22-42-16-34-2-03-014|NC
22-42-16-34-2-03-015|NC
22-42-16-34-2-03-018|NC
22-42-16-34-2-03-019|NC
22-42-16-34-2-03-020|NC
22-42-16-34-2-03-021|NC
22-42-16-34-2-03-022|NC
22-42-16-34-2-03-023|NC
22-42-16-34-3-00-001|R2
22-42-16-34-3-00-003|R2
22-42-17-24-1-01-003|PR
22-42-17-24-1-01-004|PR
22-42-17-24-1-01-005|PR
22-42-17-24-1-01-006|PR
22-42-17-24-1-01-007|PR
22-42-17-24-1-01-008|PR
22-42-17-24-1-01-009|PR
22-42-17-24-1-01-010|PR
22-42-17-24-1-01-011|PR
22-42-17-24-1-01-012|PR
22-42-17-24-1-01-013|PR
22-42-17-24-1-01-014|PR
22-42-17-24-1-01-015|PR
22-42-17-24-1-01-016|PR
22-42-17-24-1-01-017|PR
22-42-17-24-1-01-018|PR
22-42-17-24-1-01-019|PR
22-42-17-24-1-01-020|PR
22-42-17-24-1-01-021|PR
22-42-17-24-1-01-022|PR
22-42-17-24-1-01-023|PR
22-42-17-24-1-01-024|PR
22-42-17-24-1-01-025|PR
22-42-17-24-1-01-026|PR
22-42-17-24-1-01-027|PR
22-42-17-24-1-01-028|PR
22-42-17-24-1-01-029|PR
22-42-17-24-1-01-030|PR
22-42-17-24-1-01-031|PR
22-42-17-24-1-01-032|PR
22-42-17-24-1-01-033|PR
22-42-17-24-1-01-034|PR
22-42-17-24-1-01-035|PR
22-42-17-24-1-01-036|PR
22-42-17-24-1-01-037|PR
22-42-17-24-1-01-038|PR
22-42-17-24-1-01-043|PR
22-42-17-24-1-01-044|PR
22-42-17-24-1-01-045|PR
22-42-17-24-1-03-001|PR
22-42-17-24-1-03-002|PR
22-42-17-24-1-03-003|PR
22-42-17-24-1-03-004|PR
22-42-17-24-1-03-005|PR
22-42-17-24-1-03-006|PR
22-42-17-24-1-03-007|PR
22-42-17-24-1-03-008|PR
22-42-17-24-1-03-009|PR
22-42-17-24-1-03-010|PR
22-42-17-24-1-03-011|PR
22-42-17-24-1-03-012|PR
22-42-17-24-1-03-013|PR
22-42-17-24-1-03-014|PR
22-42-17-24-1-03-015|PR
22-42-17-24-1-03-016|PR
22-42-17-24-1-03-017|PR
22-42-17-24-1-03-018|PR
22-42-17-24-1-03-019|PR
22-42-17-24-1-03-020|PR
22-42-17-24-1-03-021|PR
22-42-17-24-1-03-022|PR
22-42-17-24-1-03-023|PR
22-42-17-24-1-03-024|PR
22-42-17-24-1-03-025|PR
22-42-17-24-1-03-026|PR
22-42-17-24-1-03-027|PR
22-42-17-24-1-03-028|PR
22-42-17-24-1-03-029|PR
22-42-17-24-1-03-030|PR
22-42-17-24-1-03-031|PR
22-42-17-24-1-03-032|PR
22-42-17-24-1-03-033|PR
22-42-17-24-1-03-034|PR
22-42-17-24-1-04-001|PR
22-42-17-24-1-06-001|PR
22-42-17-24-1-06-002|PR
22-42-17-24-1-06-003|PR
22-42-17-24-1-06-004|PR
22-42-17-24-1-06-005|PR
22-42-17-24-1-06-006|PR
22-42-17-24-1-06-007|PR
22-42-17-24-1-06-008|PR
22-42-17-24-1-06-009|PR
22-42-17-24-1-06-010|PR
22-42-17-24-1-06-011|PR
22-42-17-24-1-06-012|PR
22-42-17-24-1-06-013|PR
22-42-17-24-1-06-014|PR
22-42-17-24-1-06-015|PR
22-42-17-24-1-06-016|PR
22-42-17-24-1-06-017|PR
22-42-17-24-1-06-018|PR
22-42-17-24-1-06-019|PR
22-42-17-24-1-06-020|PR
22-42-17-24-1-06-021|PR
22-42-17-24-1-06-022|PR
22-42-17-24-1-08-001|PR
22-42-17-24-1-08-002|PR
22-42-17-24-1-08-003|PR
22-42-17-24-1-08-004|PR
22-42-17-24-1-08-005|PR
22-42-17-24-1-08-006|PR
22-42-17-24-1-08-007|PR
22-42-17-24-1-08-008|PR
22-42-17-24-1-08-009|PR
22-42-17-24-1-08-010|PR
22-42-17-24-1-08-011|PR
22-42-17-24-1-08-012|PR
22-42-17-24-1-08-013|PR
22-42-17-24-1-08-014|PR
22-42-17-24-1-08-015|PR
22-42-17-24-1-08-016|PR
22-42-17-24-1-08-017|PR
22-42-17-24-1-08-018|PR
22-42-17-24-1-08-019|PR
22-42-17-24-1-08-020|PR
22-42-17-24-1-08-021|PR
22-42-17-24-1-08-022|PR
22-42-17-24-1-08-023|PR
22-42-17-24-1-08-024|PR
22-42-17-24-1-09-001|PR
22-42-17-24-1-09-002|PR
22-42-17-24-1-09-003|PR
22-42-17-24-1-09-004|PR
22-42-17-24-1-09-005|PR
22-42-17-24-1-09-006|PR
22-42-17-24-1-09-007|PR
22-42-17-24-1-10-001|PR
22-42-17-24-1-10-002|PR
22-42-17-24-1-10-003|PR
22-42-17-24-1-10-004|PR
22-42-17-24-1-10-005|PR
22-42-17-24-1-10-006|PR
22-42-17-24-1-10-007|PR
22-42-17-24-1-10-008|PR
22-42-17-24-1-10-009|PR
22-42-17-24-1-10-010|PR
22-42-17-24-1-10-011|PR
22-42-17-24-1-10-012|PR
22-42-17-24-1-10-013|PR
22-42-17-24-1-10-014|PR
22-42-17-24-1-10-015|PR
22-42-17-24-1-10-016|PR
22-42-17-24-1-11-001|PR
22-42-17-24-1-11-002|PR
22-42-17-24-1-11-003|PR
22-42-17-24-1-11-004|PR
22-42-17-24-1-11-005|PR
22-42-17-24-1-11-006|PR
22-42-17-24-1-11-007|PR
22-42-17-24-1-11-008|PR
22-42-17-24-1-11-009|PR
22-42-17-24-1-11-010|PR
22-42-17-24-1-12-001|PR
22-42-17-24-1-12-002|PR
22-42-17-24-1-12-003|PR
22-42-17-24-1-12-004|PR
22-42-17-24-1-12-005|PR
22-42-17-24-1-12-006|PR
22-42-17-24-1-12-007|PR
22-42-17-24-1-12-008|PR
22-42-17-24-1-12-009|PR
22-42-17-24-1-13-001|PR
22-42-17-24-1-13-002|PR
22-42-17-24-3-02-001|PR
22-42-17-24-3-02-002|PR
22-42-17-24-3-02-003|PR
22-42-17-24-3-02-004|PR
22-42-17-24-3-02-005|PR
22-42-17-24-3-02-006|PR
22-42-17-24-3-02-007|PR
22-42-17-24-3-02-008|PR
22-42-17-24-3-02-009|PR
22-42-17-24-3-02-010|PR
22-42-17-24-3-02-011|PR
22-42-17-24-3-02-012|PR
22-42-17-24-3-02-013|PR
22-42-17-24-3-02-014|PR
22-42-17-24-3-02-017|PR
22-42-17-24-3-02-018|PR
22-42-17-24-3-02-019|PR
22-42-17-24-3-02-020|PR
22-42-17-24-3-02-021|PR
22-42-17-24-3-02-022|PR
22-42-17-24-3-02-023|PR
22-42-17-24-3-02-024|PR
22-42-17-24-3-02-025|PR
22-42-17-24-3-02-026|PR
22-42-17-24-3-02-027|PR
22-42-17-24-3-02-028|PR
22-42-17-24-3-02-029|PR
22-42-17-24-3-02-030|PR
22-42-17-24-3-02-031|PR
22-42-17-24-3-02-032|PR
22-42-17-24-3-02-033|PR
22-42-17-24-3-02-034|PR
22-42-17-24-3-02-035|PR
22-42-17-24-3-02-036|PR
22-42-17-24-3-02-037|PR
22-42-17-24-3-02-038|PR
22-42-17-24-3-02-039|PR
22-42-17-24-3-02-040|PR
22-42-17-24-3-02-041|PR
22-42-17-24-3-02-042|PR
22-42-17-24-3-02-044|PR
22-42-17-24-3-02-045|PR
22-42-17-24-3-02-046|PR
22-42-17-24-3-02-047|PR
22-42-17-24-3-02-048|PR
22-42-17-24-3-02-049|PR
22-42-17-24-3-02-050|PR
22-42-17-24-3-02-051|PR
22-42-17-24-3-02-052|PR
22-42-17-24-3-02-053|PR
22-42-17-24-3-02-054|PR
22-42-17-24-3-02-055|PR
22-42-17-24-3-02-058|PR
22-42-17-24-3-02-059|PR
22-42-17-24-3-02-060|PR
22-42-17-24-3-02-061|PR
22-42-17-24-3-02-062|PR
22-42-17-24-3-02-066|PR
22-42-17-24-3-02-067|PR
22-42-17-24-3-02-068|PR
22-42-17-24-3-02-069|PR
22-42-17-24-3-02-070|PR
22-42-17-24-3-02-071|PR
22-42-17-24-3-02-072|PR
22-42-17-24-3-02-073|PR
22-42-17-24-3-02-074|PR
22-42-17-24-3-02-075|PR
22-42-17-24-3-02-076|PR
22-42-17-24-3-02-077|PR
22-42-17-24-3-02-078|PR
22-42-17-24-3-02-079|PR
22-42-17-24-3-02-080|PR
22-42-17-24-3-02-081|PR
22-42-17-24-3-02-082|PR
22-42-17-24-3-02-083|PR
22-42-17-24-3-02-084|PR
22-42-17-24-3-02-085|PR
22-42-17-24-3-02-086|PR
22-42-17-24-3-02-087|PR
22-42-17-24-3-02-088|PR
22-42-17-24-3-02-089|PR
22-42-17-24-3-02-090|PR
22-42-17-24-3-02-091|PR
22-42-17-24-3-02-092|PR
22-42-17-24-3-02-093|PR
22-42-17-24-3-02-094|PR
22-42-17-24-3-02-095|PR
22-42-17-24-3-02-096|PR
22-42-17-24-3-02-097|PR
22-42-17-24-3-02-098|PR
22-42-17-24-3-02-099|PR
22-42-17-24-3-02-100|PR
22-42-17-24-3-02-101|PR
22-42-17-24-3-02-102|PR
22-42-17-24-3-02-103|PR
22-42-17-24-3-02-104|PR
22-42-17-24-3-02-106|PR
22-42-17-24-3-02-107|PR
22-42-17-24-3-02-108|PR
22-42-17-24-3-02-109|PR
22-42-17-24-3-02-110|PR
22-42-17-24-3-02-111|PR
22-42-17-24-3-02-112|PR
22-42-17-24-3-02-113|PR
22-42-17-24-3-02-117|PR
22-42-17-24-3-02-119|PR
22-42-17-24-3-02-120|PR
22-42-17-24-3-02-121|PR
22-42-17-24-3-02-122|PR
22-42-17-24-3-02-123|PR
22-42-17-24-3-02-124|PR
22-42-17-24-3-02-125|PR
22-42-17-24-3-02-126|PR
22-42-17-24-3-02-127|PR
22-42-17-24-3-02-128|PR
22-42-17-24-3-02-135|PR
22-42-17-24-3-02-136|PR
22-42-17-24-3-02-137|PR
22-42-17-24-3-02-138|PR
22-42-17-24-3-07-001|PR
22-42-17-24-3-07-002|PR
22-42-17-24-3-07-003|PR
22-42-17-24-3-07-004|PR
22-42-17-24-3-07-005|PR
22-42-17-24-3-07-006|PR
22-42-17-24-3-07-CND|PR
22-42-17-24-3-08-001|PR
22-42-17-24-3-08-002|PR
22-42-17-24-3-08-003|PR
22-42-17-24-3-08-004|PR
22-42-17-24-3-08-005|PR
22-42-17-24-3-08-006|PR
22-42-17-24-3-08-007|PR
22-42-17-24-3-08-008|PR
22-42-17-24-3-08-009|PR
22-42-17-24-3-08-010|PR
22-42-17-24-3-08-011|PR
22-42-17-24-3-08-012|PR
22-42-17-24-3-08-013|PR
22-42-17-24-3-08-014|PR
22-42-17-24-3-08-015|PR
22-42-17-24-3-08-016|PR
22-42-17-24-3-08-017|PR
22-42-17-24-3-08-018|PR
22-42-17-24-3-08-019|PR
22-42-17-24-3-08-020|PR
22-42-17-24-3-08-021|PR
22-42-17-24-3-08-022|PR
22-42-17-24-3-08-023|PR
22-42-17-24-3-08-024|PR
22-42-17-24-3-08-CND|PR
22-42-17-24-3-09-001|PR
22-42-17-24-3-09-002|PR
22-42-17-24-3-09-003|PR
22-42-17-24-3-09-004|PR
22-42-17-24-3-09-005|PR
22-42-17-24-3-09-006|PR
22-42-17-24-3-09-007|PR
22-42-17-24-3-09-008|PR
22-42-17-24-3-09-009|PR
22-42-17-24-3-09-010|PR
22-42-17-24-3-09-011|PR
22-42-17-24-3-09-012|PR
22-42-17-24-3-09-013|PR
22-42-17-24-3-09-014|PR
22-42-17-24-3-09-015|PR
22-42-17-24-3-09-016|PR
22-42-17-24-3-09-017|PR
22-42-17-24-3-09-018|PR
22-42-17-24-3-09-019|PR
22-42-17-24-3-09-020|PR
22-42-17-24-3-09-021|PR
22-42-17-24-3-09-022|PR
22-42-17-24-3-09-023|PR
22-42-17-24-3-09-024|PR
22-42-17-24-3-09-025|PR
22-42-17-24-3-09-026|PR
22-42-17-24-3-09-027|PR
22-42-17-24-3-09-028|PR
22-42-17-24-3-09-CND|PR
22-42-17-24-3-10-001|PR
22-42-17-24-3-10-002|PR
22-42-17-24-3-10-003|PR
22-42-17-24-3-10-004|PR
22-42-17-24-3-10-005|PR
22-42-17-24-3-10-006|PR
22-42-17-24-3-10-007|PR
22-42-17-24-3-10-008|PR
22-42-17-24-3-10-009|PR
22-42-17-24-3-10-010|PR
22-42-17-24-3-10-011|PR
22-42-17-24-3-10-012|PR
22-42-17-24-3-10-013|PR
22-42-17-24-3-10-014|PR
22-42-17-24-3-10-015|PR
22-42-17-24-3-10-016|PR
22-42-17-24-3-10-017|PR
22-42-17-24-3-11-001|PR
22-42-17-24-3-11-002|PR
22-42-17-24-3-11-003|PR
22-42-17-24-3-11-004|PR
22-42-17-24-3-11-005|PR
22-42-17-24-3-11-006|PR
22-42-17-24-3-11-007|PR
22-42-17-24-3-11-008|PR
22-42-17-24-3-11-009|PR
22-42-17-24-3-11-010|PR
22-42-17-24-3-11-011|PR
22-42-17-24-3-11-012|PR
22-42-17-24-3-11-013|PR
22-42-17-24-3-11-014|PR
22-42-17-24-3-11-015|PR
22-42-17-24-3-11-016|PR
22-42-17-24-3-11-017|PR
22-42-17-24-3-11-018|PR
22-42-17-24-3-11-019|PR
22-42-17-24-3-11-020|PR
22-42-17-24-3-11-CND|PR
22-42-17-24-3-12-001|PR
22-42-17-24-3-12-002|PR
22-42-17-24-3-12-003|PR
22-42-17-24-3-12-004|PR
22-42-17-24-3-12-005|PR
22-42-17-24-3-12-006|PR
22-42-17-24-3-12-007|PR
22-42-17-24-3-12-008|PR
22-42-17-24-3-12-009|PR
22-42-17-24-3-12-010|PR
22-42-17-24-3-12-011|PR
22-42-17-24-3-12-012|PR
22-42-17-24-3-12-013|PR
22-42-17-24-3-12-014|PR
22-42-17-24-3-12-015|PR
22-42-17-24-3-12-016|PR
22-42-17-24-3-12-017|PR
22-42-17-24-3-12-018|PR
22-42-17-24-3-12-019|PR
22-42-17-24-3-12-020|PR
22-42-17-24-3-12-CND|PR
22-42-17-24-3-13-001|PR
22-42-17-24-3-13-002|PR
22-42-17-24-3-13-003|PR
22-42-17-24-3-13-004|PR
22-42-17-24-3-13-005|PR
22-42-17-24-3-13-006|PR
22-42-17-24-3-13-007|PR
22-42-17-24-3-13-008|PR
22-42-17-24-3-13-009|PR
22-42-17-24-3-13-010|PR
22-42-17-24-3-13-011|PR
22-42-17-24-3-13-012|PR
22-42-17-24-3-13-013|PR
22-42-17-24-3-13-014|PR
22-42-17-24-3-13-015|PR
22-42-17-24-3-13-CND|PR
22-42-17-24-3-14-001|PR
22-42-17-24-3-14-002|PR
22-42-17-24-3-14-003|PR
22-42-17-24-3-14-004|PR
22-42-17-24-3-14-005|PR
22-42-17-24-3-14-006|PR
22-42-17-24-3-14-007|PR
22-42-17-24-3-14-008|PR
22-42-17-24-3-14-009|PR
22-42-17-24-3-14-010|PR
22-42-17-24-3-14-CND|PR
22-42-17-24-3-15-001|PR
22-42-17-24-3-15-002|PR
22-42-17-24-3-15-003|PR
22-42-17-24-3-15-004|PR
22-42-17-24-3-15-005|PR
22-42-17-24-3-15-006|PR
22-42-17-24-3-15-007|PR
22-42-17-24-3-15-008|PR
22-42-17-24-3-15-009|PR
22-42-17-24-3-15-010|PR
22-42-17-24-3-15-011|PR
22-42-17-24-3-15-012|PR
